"n_estimators","max_depth","max_features","score"
"90","None","sqrt","0.16861548890018643"
"90","None","sqrt","0.16354963277050047"
"90","None","sqrt","0.16544088572558321"
"90","None","sqrt","0.1590916793763769"
"90","None","sqrt","0.1696286601261236"
"90","None","sqrt","0.1717900920747896"
"90","None","sqrt","0.16544088572558321"
"90","None","sqrt","0.1706858822749276"
"90","None","sqrt","0.1706858822749276"
"90","None","sqrt","0.1696286601261236"
"90","None","0.5","0.17009760425909493"
"90","None","0.5","0.1696286601261236"
"90","None","0.5","0.16236885969212667"
"90","None","0.5","0.16645098673568426"
"90","None","0.5","0.15850340136054422"
"90","None","0.5","0.1706858822749276"
"90","None","0.5","0.16544088572558321"
"90","None","0.5","0.17009760425909493"
"90","None","0.5","0.19083771112240866"
"90","None","0.5","0.16388642413487137"
"90","16","sqrt","0.18448850477320228"
"90","16","sqrt","0.16447470215070403"
"90","16","sqrt","0.1608635509156903"
"90","16","sqrt","0.1706858822749276"
"90","16","sqrt","0.1706858822749276"
"90","16","sqrt","0.16861548890018643"
"90","16","sqrt","0.1717900920747896"
"90","16","sqrt","0.1696286601261236"
"90","16","sqrt","0.16354963277050047"
"90","16","sqrt","0.16544088572558321"
"90","16","0.5","0.16645098673568426"
"90","16","0.5","0.1690403821102909"
"90","16","0.5","0.16691979117228287"
"90","16","0.5","0.1658627087198516"
"90","16","0.5","0.16354963277050047"
"90","16","0.5","0.16544088572558321"
"90","16","0.5","0.1717900920747896"
"90","16","0.5","0.17009760425909493"
"90","16","0.5","0.16485260770975055"
"90","16","0.5","0.16388642413487137"
"90","18","sqrt","0.1696286601261236"
"90","18","sqrt","0.1843081295928271"
"90","18","sqrt","0.1717900920747896"
"90","18","sqrt","0.1696286601261236"
"90","18","sqrt","0.16544088572558321"
"90","18","sqrt","0.16544088572558321"
"90","18","sqrt","0.1717900920747896"
"90","18","sqrt","0.1717900920747896"
"90","18","sqrt","0.1590916793763769"
"90","18","sqrt","0.16354963277050047"
"90","18","0.5","0.18371985157699444"
"90","18","0.5","0.1642601126472094"
"90","18","0.5","0.1706858822749276"
"90","18","0.5","0.17009760425909493"
"90","18","0.5","0.16485260770975055"
"90","18","0.5","0.16447470215070403"
"90","18","0.5","0.17009760425909493"
"90","18","0.5","0.17009760425909493"
"90","18","0.5","0.1706858822749276"
"90","18","0.5","0.16354963277050047"
"90","20","sqrt","0.18488286541601015"
"90","20","sqrt","0.1717900920747896"
"90","20","sqrt","0.16544088572558321"
"90","20","sqrt","0.16861548890018643"
"90","20","sqrt","0.1717900920747896"
"90","20","sqrt","0.16447470215070403"
"90","20","sqrt","0.16861548890018643"
"90","20","sqrt","0.1696286601261236"
"90","20","sqrt","0.19160668210414558"
"90","20","sqrt","0.1696286601261236"
"90","20","0.5","0.16485260770975055"
"90","20","0.5","0.16388642413487137"
"90","20","0.5","0.16485260770975055"
"90","20","0.5","0.17009760425909493"
"90","20","0.5","0.1629613547546678"
"90","20","0.5","0.19050576752440107"
"90","20","0.5","0.16485260770975055"
"90","20","0.5","0.16485260770975055"
"90","20","0.5","0.16544088572558321"
"90","20","0.5","0.1602752728998576"
"90","22","sqrt","0.1696286601261236"
"90","22","sqrt","0.1706858822749276"
"90","22","sqrt","0.16544088572558321"
"90","22","sqrt","0.1696286601261236"
"90","22","sqrt","0.16544088572558321"
"90","22","sqrt","0.1696286601261236"
"90","22","sqrt","0.1717900920747896"
"90","22","sqrt","0.16447470215070403"
"90","22","sqrt","0.1696286601261236"
"90","22","sqrt","0.1706858822749276"
"90","22","0.5","0.16485260770975055"
"90","22","0.5","0.16544088572558321"
"90","22","0.5","0.17009760425909493"
"90","22","0.5","0.17235621521335806"
"90","22","0.5","0.17009760425909493"
"90","22","0.5","0.1629613547546678"
"90","22","0.5","0.16544088572558321"
"90","22","0.5","0.15850340136054422"
"90","22","0.5","0.16447470215070403"
"90","22","0.5","0.18371985157699444"
"90","24","sqrt","0.1608635509156903"
"90","24","sqrt","0.1706858822749276"
"90","24","sqrt","0.1717900920747896"
"90","24","sqrt","0.16447470215070403"
"90","24","sqrt","0.1696286601261236"
"90","24","sqrt","0.16447470215070403"
"90","24","sqrt","0.1574706054148774"
"90","24","sqrt","0.16645098673568426"
"90","24","sqrt","0.16544088572558321"
"90","24","sqrt","0.16266310794780545"
"90","24","0.5","0.16485260770975055"
