"n_estimators","max_depth","max_features","score"
"100","16","sqrt","0.3709790941429359"
"100","16","sqrt","0.3653977956839863"
"100","16","sqrt","0.35480480480480486"
"100","16","sqrt","0.38870602004242555"
"100","16","sqrt","0.34389088626376757"
"100","16","sqrt","0.3496452344378611"
"100","16","sqrt","0.35996894017371833"
"100","16","sqrt","0.34888223904242205"
"100","16","sqrt","0.3522089469297027"
"100","16","sqrt","0.3653977956839863"
"100","16","0.5","0.3496452344378611"
"100","16","0.5","0.4140717520027865"
"100","16","0.5","0.37282626361124654"
"100","16","0.5","0.3954052511415525"
"100","16","0.5","0.33263904960271545"
"100","16","0.5","0.3954052511415525"
"100","16","0.5","0.37350217864923746"
"100","16","0.5","0.36266549630604933"
"100","16","0.5","0.37568575817423744"
"100","16","0.5","0.38270547945205485"
"100","18","sqrt","0.37282626361124654"
"100","18","sqrt","0.34389088626376757"
"100","18","sqrt","0.35996894017371833"
"100","18","sqrt","0.35996894017371833"
"100","18","sqrt","0.3709790941429359"
"100","18","sqrt","0.3709790941429359"
"100","18","sqrt","0.35996894017371833"
"100","18","sqrt","0.37282626361124654"
"100","18","sqrt","0.35480480480480486"
"100","18","sqrt","0.36816816816816816"
"100","18","0.5","0.37568575817423744"
"100","18","0.5","0.4017262819106137"
"100","18","0.5","0.3785866444382699"
"100","18","0.5","0.3785866444382699"
"100","18","0.5","0.3892720306513409"
"100","18","0.5","0.35996894017371833"
"100","18","0.5","0.38270547945205485"
"100","18","0.5","0.36266549630604933"
"100","18","0.5","0.3522089469297027"
"100","18","0.5","0.3709790941429359"
"100","20","sqrt","0.37568575817423744"
"100","20","sqrt","0.3709790941429359"
"100","20","sqrt","0.37282626361124654"
"100","20","sqrt","0.36010182828049064"
"100","20","sqrt","0.39177549319255345"
"100","20","sqrt","0.36266549630604933"
"100","20","sqrt","0.35996894017371833"
"100","20","sqrt","0.3985409104863029"
"100","20","sqrt","0.33730158730158727"
"100","20","sqrt","0.3672217816547714"
"100","20","0.5","0.38270547945205485"
"100","20","0.5","0.39236479321314954"
"100","20","0.5","0.35996894017371833"
"100","20","0.5","0.40486386465767915"
"100","20","0.5","0.33263904960271545"
"100","20","0.5","0.3522089469297027"
"100","20","0.5","0.38270547945205485"
"100","20","0.5","0.3672217816547714"
"100","20","0.5","0.3522089469297027"
"100","20","0.5","0.3653977956839863"
"100","22","sqrt","0.37568575817423744"
"100","22","sqrt","0.3653977956839863"
"100","22","sqrt","0.35996894017371833"
"100","22","sqrt","0.38270547945205485"
"100","22","sqrt","0.36010182828049064"
"100","22","sqrt","0.3496452344378611"
"100","22","sqrt","0.37568575817423744"
"100","22","sqrt","0.39177549319255345"
"100","22","sqrt","0.3785866444382699"
"100","22","sqrt","0.36816816816816816"
"100","22","0.5","0.37795333187038255"
"100","22","0.5","0.35480480480480486"
"100","22","0.5","0.33902009817541906"
"100","22","0.5","0.37282626361124654"
"100","22","0.5","0.3985409104863029"
"100","22","0.5","0.3700057077625571"
"100","22","0.5","0.3768721699756183"
"100","22","0.5","0.38568358704877476"
"100","22","0.5","0.3522089469297027"
"100","22","0.5","0.35996894017371833"
"100","24","sqrt","0.34389088626376757"
"100","24","sqrt","0.37568575817423744"
"100","24","sqrt","0.38270547945205485"
"100","24","sqrt","0.35480480480480486"
"100","24","sqrt","0.36816816816816816"
"100","24","sqrt","0.39231650365670984"
"100","24","sqrt","0.3653977956839863"
"100","24","sqrt","0.3573059360730593"
"100","24","sqrt","0.3862693453149477"
"100","24","sqrt","0.3653977956839863"
"100","24","0.5","0.41741122565864835"
"100","24","0.5","0.3954052511415525"
"100","24","0.5","0.3574349902033518"
"100","24","0.5","0.37282626361124654"
"100","24","0.5","0.3954052511415525"
"100","24","0.5","0.39177549319255345"
"100","24","0.5","0.36266549630604933"
"100","24","0.5","0.3546744206538021"
"100","24","0.5","0.3672217816547714"
"100","24","0.5","0.38568358704877476"
"100","26","sqrt","0.36266549630604933"
"100","26","sqrt","0.36266549630604933"
"100","26","sqrt","0.38568358704877476"
"100","26","sqrt","0.36816816816816816"
"100","26","sqrt","0.36266549630604933"
"100","26","sqrt","0.3797691426557406"
"100","26","sqrt","0.38270547945205485"
"100","26","sqrt","0.39177549319255345"
"100","26","sqrt","0.37568575817423744"
"100","26","sqrt","0.36010182828049064"
"100","26","0.5","0.37282626361124654"
"100","26","0.5","0.37568575817423744"
"100","26","0.5","0.38568358704877476"
"100","26","0.5","0.3797691426557406"
"100","26","0.5","0.37282626361124654"
"100","26","0.5","0.3709790941429359"
"100","26","0.5","0.3797691426557406"
"100","26","0.5","0.3768721699756183"
"100","26","0.5","0.3722888127853882"
"100","26","0.5","0.38568358704877476"

"n_estimators","learning_rate","max_depth","score"
"95","0.5","3","0.2736027472254019"
"95","0.5","4","0.31455197132616486"
"95","0.5","5","0.2824117851988255"
"95","0.55","3","0.4035404395465198"
"95","0.55","4","0.39825396825396825"
"95","0.55","5","0.3623351779736285"
"95","0.6","3","0.38113924444859687"
"95","0.6","4","0.2949041122973507"
"95","0.6","5","0.40434950933360264"
"95","0.65","3","0.4072835377183203"
"95","0.65","4","0.38867486088179537"
"95","0.65","5","0.28208020050125315"
"95","0.7","3","0.4048484848484848"
"95","0.7","4","0.2986679866798668"
"95","0.7","5","0.27526097091314483"
"100","0.5","3","0.3535128902067375"
"100","0.5","4","0.32557915057915054"
"100","0.5","5","0.28845238095238096"
"100","0.55","3","0.28480167810831425"
"100","0.55","4","0.39520845123561593"
"100","0.55","5","0.29555236728837875"
"100","0.6","3","0.32415584415584414"
"100","0.6","4","0.26697177726926014"
"100","0.6","5","0.27780231645072634"
